,season,teamName,week,team,opponent,result,owner,opponent_owner
278,2017,Gart Wars The Funder Awakens,7,2,Krusty Karpetmen,125.97 - 92.57 Win,Kevin,Ryan
279,2017,Gart Wars The Funder Awakens,8,2,Cream Team III,125.17 - 176.50 Loss,Kevin,Owen
280,2017,Gart Wars The Funder Awakens,9,2,Chub Chub,143.37 - 97.67 Win,Kevin,John
281,2017,Gart Wars The Funder Awakens,10,2,Lightning McFuck,157.60 - 163.14 Loss,Kevin,zeyad
282,2017,Gart Wars The Funder Awakens,11,2,Chef Pussteau,133.20 - 156.77 Loss,Kevin,Jake
283,2017,Gart Wars The Funder Awakens,12,2,Wanky Panky,125.53 - 99.87 Win,Kevin,nickolai
284,2017,Gart Wars The Funder Awakens,13,2,Did Someone Order a Pwoof,168.80 - 128.63 Win,Kevin,Peter
285,2017,Gart Wars The Funder Awakens,14,2,Krusty Karpetmen,147.40 - 146.07 Win,Kevin,Ryan
286,2017,Gart Wars The Funder Awakens,15,2,Chef Pussteau,205.23 - 116.93 Win,Kevin,Jake
287,2017,Gart Wars The Funder Awakens,16,2,Cream Team III,149.47 - 164.50 Loss,Kevin,Owen
288,2017,Wanky Panky,1,3,Chef Pussteau,131.67 - 93.00 Win,nickolai,Jake
289,2017,Wanky Panky,2,3,Cream Team III,120.20 - 174.60 Loss,nickolai,Owen
290,2017,Wanky Panky,3,3,Did Someone Order a Pwoof,130.60 - 194.57 Loss,nickolai,Peter
291,2017,Wanky Panky,4,3,Krusty Karpetmen,134.43 - 135.77 Loss,nickolai,Ryan
292,2017,Wanky Panky,5,3,Gart Wars The Funder Awakens,114.90 - 87.73 Win,nickolai,Kevin
293,2017,Wanky Panky,6,3,Chub Chub,160.20 - 149.80 Win,nickolai,John
294,2017,Wanky Panky,7,3,Lightning McFuck,138.93 - 132.20 Win,nickolai,zeyad
295,2017,Wanky Panky,8,3,Chef Pussteau,106.13 - 123.26 Loss,nickolai,Jake
296,2017,Wanky Panky,9,3,Cream Team III,115.00 - 167.17 Loss,nickolai,Owen
297,2017,Wanky Panky,10,3,Did Someone Order a Pwoof,128.73 - 138.11 Loss,nickolai,Peter
298,2017,Wanky Panky,11,3,Krusty Karpetmen,133.43 - 134.10 Loss,nickolai,Ryan
299,2017,Wanky Panky,12,3,Gart Wars The Funder Awakens,99.87 - 125.53 Loss,nickolai,Kevin
300,2017,Wanky Panky,13,3,Chub Chub,149.50 - 76.73 Win,nickolai,John
301,2017,Wanky Panky,14,3,Lightning McFuck,197.74 - 165.50 Win,nickolai,zeyad
302,2017,Wanky Panky,15,3,Chub Chub,108.13 - 113.60 Loss,nickolai,John
303,2017,Wanky Panky,16,3,Lightning McFuck,137.23 - 113.64 Win,nickolai,zeyad
304,2017,Chub Chub,1,4,Krusty Karpetmen,162.50 - 105.03 Win,John,Ryan
305,2017,Chub Chub,2,4,Gart Wars The Funder Awakens,135.33 - 144.33 Loss,John,Kevin
306,2017,Chub Chub,3,4,Cream Team III,165.40 - 183.83 Loss,John,Owen
307,2017,Chub Chub,4,4,Lightning McFuck,121.37 - 139.63 Loss,John,zeyad
308,2017,Chub Chub,5,4,Chef Pussteau,105.87 - 172.13 Loss,John,Jake
309,2017,Chub Chub,6,4,Wanky Panky,149.80 - 160.20 Loss,John,nickolai
310,2017,Chub Chub,7,4,Did Someone Order a Pwoof,187.97 - 116.46 Win,John,Peter
311,2017,Chub Chub,8,4,Krusty Karpetmen,93.90 - 153.60 Loss,John,Ryan
312,2017,Chub Chub,9,4,Gart Wars The Funder Awakens,97.67 - 143.37 Loss,John,Kevin
313,2017,Chub Chub,10,4,Cream Team III,93.00 - 140.17 Loss,John,Owen
314,2017,Chub Chub,11,4,Lightning McFuck,87.27 - 117.87 Loss,John,zeyad
315,2017,Chub Chub,12,4,Chef Pussteau,149.20 - 161.53 Loss,John,Jake
316,2017,Chub Chub,13,4,Wanky Panky,76.73 - 149.50 Loss,John,nickolai
317,2017,Chub Chub,14,4,Did Someone Order a Pwoof,99.07 - 70.07 Win,John,Peter
318,2017,Chub Chub,15,4,Wanky Panky,113.60 - 108.13 Win,John,nickolai
319,2017,Chub Chub,16,4,Did Someone Order a Pwoof,152.63 - 117.83 Win,John,Peter
320,2017,Did Someone Order a Pwoof,1,5,Lightning McFuck,113.00 - 123.24 Loss,Peter,zeyad
321,2017,Did Someone Order a Pwoof,2,5,Chef Pussteau,114.77 - 145.63 Loss,Peter,Jake
322,2017,Did Someone Order a Pwoof,3,5,Wanky Panky,194.57 - 130.60 Win,Peter,nickolai
323,2017,Did Someone Order a Pwoof,4,5,Cream Team III,132.96 - 147.87 Loss,Peter,Owen
324,2017,Did Someone Order a Pwoof,5,5,Krusty Karpetmen,156.40 - 131.40 Win,Peter,Ryan
325,2017,Did Someone Order a Pwoof,6,5,Gart Wars The Funder Awakens,156.13 - 130.10 Win,Peter,Kevin
326,2017,Did Someone Order a Pwoof,7,5,Chub Chub,116.46 - 187.97 Loss,Peter,John
327,2017,Did Someone Order a Pwoof,8,5,Lightning McFuck,157.50 - 180.20 Loss,Peter,zeyad
328,2017,Did Someone Order a Pwoof,9,5,Chef Pussteau,96.53 - 120.73 Loss,Peter,Jake
329,2017,Did Someone Order a Pwoof,10,5,Wanky Panky,138.11 - 128.73 Win,Peter,nickolai
330,2017,Did Someone Order a Pwoof,11,5,Cream Team III,140.60 - 244.10 Loss,Peter,Owen
331,2017,Did Someone Order a Pwoof,12,5,Krusty Karpetmen,147.24 - 143.90 Win,Peter,Ryan
332,2017,Did Someone Order a Pwoof,13,5,Gart Wars The Funder Awakens,128.63 - 168.80 Loss,Peter,Kevin
333,2017,Did Someone Order a Pwoof,14,5,Chub Chub,70.07 - 99.07 Loss,Peter,John
334,2017,Did Someone Order a Pwoof,15,5,Lightning McFuck,163.23 - 154.00 Win,Peter,zeyad
335,2017,Did Someone Order a Pwoof,16,5,Chub Chub,117.83 - 152.63 Loss,Peter,John
336,2017,Lightning McFuck,1,6,Did Someone Order a Pwoof,123.24 - 113.00 Win,zeyad,Peter
337,2017,Lightning McFuck,2,6,Krusty Karpetmen,111.76 - 175.60 Loss,zeyad,Ryan
338,2017,Lightning McFuck,3,6,Gart Wars The Funder Awakens,100.44 - 164.30 Loss,zeyad,Kevin
339,2017,Lightning McFuck,4,6,Chub Chub,139.63 - 121.37 Win,zeyad,John
340,2017,Lightning McFuck,5,6,Cream Team III,118.27 - 160.40 Loss,zeyad,Owen
341,2017,Lightning McFuck,6,6,Chef Pussteau,144.40 - 108.60 Win,zeyad,Jake
342,2017,Lightning McFuck,7,6,Wanky Panky,132.20 - 138.93 Loss,zeyad,nickolai
343,2017,Lightning McFuck,8,6,Did Someone Order a Pwoof,180.20 - 157.50 Win,zeyad,Peter
344,2017,Lightning McFuck,9,6,Krusty Karpetmen,121.70 - 132.90 Loss,zeyad,Ryan
345,2017,Lightning McFuck,10,6,Gart Wars The Funder Awakens,163.14 - 157.60 Win,zeyad,Kevin
346,2017,Lightning McFuck,11,6,Chub Chub,117.87 - 87.27 Win,zeyad,John
347,2017,Lightning McFuck,12,6,Cream Team III,114.30 - 215.26 Loss,zeyad,Owen
348,2017,Lightning McFuck,13,6,Chef Pussteau,155.17 - 166.30 Loss,zeyad,Jake
349,2017,Lightning McFuck,14,6,Wanky Panky,165.50 - 197.74 Loss,zeyad,nickolai
350,2017,Lightning McFuck,15,6,Did Someone Order a Pwoof,154.00 - 163.23 Loss,zeyad,Peter
351,2017,Lightning McFuck,16,6,Wanky Panky,113.64 - 137.23 Loss,zeyad,nickolai
352,2017,Krusty Karpetmen,1,7,Chub Chub,105.03 - 162.50 Loss,Ryan,John
353,2017,Krusty Karpetmen,2,7,Lightning McFuck,175.60 - 111.76 Win,Ryan,zeyad
354,2017,Krusty Karpetmen,3,7,Chef Pussteau,140.27 - 118.57 Win,Ryan,Jake
355,2017,Krusty Karpetmen,4,7,Wanky Panky,135.77 - 134.43 Win,Ryan,nickolai
356,2017,Krusty Karpetmen,5,7,Did Someone Order a Pwoof,131.40 - 156.40 Loss,Ryan,Peter
357,2017,Krusty Karpetmen,6,7,Cream Team III,103.33 - 138.86 Loss,Ryan,Owen
358,2017,Krusty Karpetmen,7,7,Gart Wars The Funder Awakens,92.57 - 125.97 Loss,Ryan,Kevin
359,2017,Krusty Karpetmen,8,7,Chub Chub,153.60 - 93.90 Win,Ryan,John
360,2017,Krusty Karpetmen,9,7,Lightning McFuck,132.90 - 121.70 Win,Ryan,zeyad
361,2017,Krusty Karpetmen,10,7,Chef Pussteau,145.34 - 94.67 Win,Ryan,Jake
362,2017,Krusty Karpetmen,11,7,Wanky Panky,134.10 - 133.43 Win,Ryan,nickolai
363,2017,Krusty Karpetmen,12,7,Did Someone Order a Pwoof,143.90 - 147.24 Loss,Ryan,Peter
364,2017,Krusty Karpetmen,13,7,Cream Team III,157.06 - 165.87 Loss,Ryan,Owen
365,2017,Krusty Karpetmen,14,7,Gart Wars The Funder Awakens,146.07 - 147.40 Loss,Ryan,Kevin
366,2017,Krusty Karpetmen,15,7,Cream Team III,132.87 - 171.77 Loss,Ryan,Owen
367,2017,Krusty Karpetmen,16,7,Chef Pussteau,105.00 - 94.93 Win,Ryan,Jake
368,2017,Chef Pussteau,1,8,Wanky Panky,93.00 - 131.67 Loss,Jake,nickolai
369,2017,Chef Pussteau,2,8,Did Someone Order a Pwoof,145.63 - 114.77 Win,Jake,Peter
370,2017,Chef Pussteau,3,8,Krusty Karpetmen,118.57 - 140.27 Loss,Jake,Ryan
371,2017,Chef Pussteau,4,8,Gart Wars The Funder Awakens,162.57 - 143.80 Win,Jake,Kevin
372,2017,Chef Pussteau,5,8,Chub Chub,172.13 - 105.87 Win,Jake,John
373,2017,Chef Pussteau,6,8,Lightning McFuck,108.60 - 144.40 Loss,Jake,zeyad
374,2017,Chef Pussteau,7,8,Cream Team III,83.97 - 166.80 Loss,Jake,Owen
375,2017,Chef Pussteau,8,8,Wanky Panky,123.26 - 106.13 Win,Jake,nickolai
376,2017,Chef Pussteau,9,8,Did Someone Order a Pwoof,120.73 - 96.53 Win,Jake,Peter
377,2017,Chef Pussteau,10,8,Krusty Karpetmen,94.67 - 145.34 Loss,Jake,Ryan
378,2017,Chef Pussteau,11,8,Gart Wars The Funder Awakens,156.77 - 133.20 Win,Jake,Kevin
379,2017,Chef Pussteau,12,8,Chub Chub,161.53 - 149.20 Win,Jake,John
380,2017,Chef Pussteau,13,8,Lightning McFuck,166.30 - 155.17 Win,Jake,zeyad
381,2017,Chef Pussteau,14,8,Cream Team III,141.27 - 173.63 Loss,Jake,Owen
382,2017,Chef Pussteau,15,8,Gart Wars The Funder Awakens,116.93 - 205.23 Loss,Jake,Kevin
383,2017,Chef Pussteau,16,8,Krusty Karpetmen,94.93 - 105.00 Loss,Jake,Ryan
384,2018,Cream Team V,1,1,Lightning in a Garthole,149.87 - 151.43 Loss,Owen,Kevin
385,2018,Cream Team V,2,1,Bare Anus Tings,142.73 - 162.70 Loss,Owen,nickolai
386,2018,Cream Team V,3,1,Chub Chub,144.16 - 157.17 Loss,Owen,John
387,2018,Cream Team V,4,1,Who Keeps Flicking My Bean,170.67 - 140.10 Win,Owen,Peter
388,2018,Cream Team V,5,1,Netflix and Poop,155.37 - 133.73 Win,Owen,zeyad
389,2018,Cream Team V,6,1,The OTPHJ's,147.77 - 146.97 Win,Owen,Ryan
390,2018,Cream Team V,7,1,Footle My Tootle,179.07 - 158.20 Win,Owen,Jake
391,2018,Cream Team V,8,1,Lightning in a Garthole,152.40 - 201.73 Loss,Owen,Kevin
392,2018,Cream Team V,9,1,Bare Anus Tings,195.97 - 155.14 Win,Owen,nickolai
393,2018,Cream Team V,10,1,Chub Chub,144.50 - 160.30 Loss,Owen,John
394,2018,Cream Team V,11,1,Who Keeps Flicking My Bean,181.07 - 149.56 Win,Owen,Peter
395,2018,Cream Team V,12,1,Netflix and Poop,157.40 - 126.91 Win,Owen,zeyad
396,2018,Cream Team V,13,1,The OTPHJ's,176.97 - 127.63 Win,Owen,Ryan
397,2018,Cream Team V,14,1,Footle My Tootle,184.50 - 143.50 Win,Owen,Jake
398,2018,Cream Team V,15,1,Lightning in a Garthole,173.30 - 105.50 Win,Owen,Kevin
399,2018,Cream Team V,16,1,The OTPHJ's,199.40 - 177.57 Win,Owen,Ryan
400,2018,Lightning in a Garthole,1,2,Cream Team V,151.43 - 149.87 Win,Kevin,Owen
401,2018,Lightning in a Garthole,2,2,Chub Chub,174.50 - 172.13 Win,Kevin,John
402,2018,Lightning in a Garthole,3,2,Netflix and Poop,141.30 - 138.80 Win,Kevin,zeyad
403,2018,Lightning in a Garthole,4,2,Footle My Tootle,148.33 - 157.94 Loss,Kevin,Jake
404,2018,Lightning in a Garthole,5,2,Bare Anus Tings,140.00 - 198.63 Loss,Kevin,nickolai
405,2018,Lightning in a Garthole,6,2,Who Keeps Flicking My Bean,195.77 - 166.33 Win,Kevin,Peter
406,2018,Lightning in a Garthole,7,2,The OTPHJ's,167.44 - 161.57 Win,Kevin,Ryan
407,2018,Lightning in a Garthole,8,2,Cream Team V,201.73 - 152.40 Win,Kevin,Owen
408,2018,Lightning in a Garthole,9,2,Chub Chub,197.93 - 69.87 Win,Kevin,John
409,2018,Lightning in a Garthole,10,2,Netflix and Poop,144.83 - 158.70 Loss,Kevin,zeyad
410,2018,Lightning in a Garthole,11,2,Footle My Tootle,163.40 - 79.63 Win,Kevin,Jake
411,2018,Lightning in a Garthole,12,2,Bare Anus Tings,193.03 - 194.30 Loss,Kevin,nickolai
412,2018,Lightning in a Garthole,13,2,Who Keeps Flicking My Bean,126.63 - 200.59 Loss,Kevin,Peter
413,2018,Lightning in a Garthole,14,2,The OTPHJ's,232.17 - 144.37 Win,Kevin,Ryan
414,2018,Lightning in a Garthole,15,2,Cream Team V,105.50 - 173.30 Loss,Kevin,Owen
415,2018,Lightning in a Garthole,16,2,Bare Anus Tings,18.70 - 15.90 Win,Kevin,nickolai
416,2018,Bare Anus Tings,1,3,Footle My Tootle,171.87 - 137.33 Win,nickolai,Jake
417,2018,Bare Anus Tings,2,3,Cream Team V,162.70 - 142.73 Win,nickolai,Owen
418,2018,Bare Anus Tings,3,3,Who Keeps Flicking My Bean,160.20 - 143.54 Win,nickolai,Peter
419,2018,Bare Anus Tings,4,3,The OTPHJ's,182.67 - 157.34 Win,nickolai,Ryan
420,2018,Bare Anus Tings,5,3,Lightning in a Garthole,198.63 - 140.00 Win,nickolai,Kevin
421,2018,Bare Anus Tings,6,3,Chub Chub,217.00 - 109.40 Win,nickolai,John
422,2018,Bare Anus Tings,7,3,Netflix and Poop,121.73 - 162.27 Loss,nickolai,zeyad
423,2018,Bare Anus Tings,8,3,Footle My Tootle,146.50 - 147.43 Loss,nickolai,Jake
424,2018,Bare Anus Tings,9,3,Cream Team V,155.14 - 195.97 Loss,nickolai,Owen
425,2018,Bare Anus Tings,10,3,Who Keeps Flicking My Bean,231.87 - 155.07 Win,nickolai,Peter
426,2018,Bare Anus Tings,11,3,The OTPHJ's,192.50 - 208.67 Loss,nickolai,Ryan
427,2018,Bare Anus Tings,12,3,Lightning in a Garthole,194.30 - 193.03 Win,nickolai,Kevin
428,2018,Bare Anus Tings,13,3,Chub Chub,130.20 - 145.73 Loss,nickolai,John
429,2018,Bare Anus Tings,14,3,Netflix and Poop,163.67 - 89.67 Win,nickolai,zeyad
430,2018,Bare Anus Tings,15,3,The OTPHJ's,112.03 - 126.36 Loss,nickolai,Ryan
431,2018,Bare Anus Tings,16,3,Lightning in a Garthole,15.90 - 18.70 Loss,nickolai,Kevin
432,2018,Chub Chub,1,4,The OTPHJ's,105.87 - 184.70 Loss,John,Ryan
433,2018,Chub Chub,2,4,Lightning in a Garthole,172.13 - 174.50 Loss,John,Kevin
434,2018,Chub Chub,3,4,Cream Team V,157.17 - 144.16 Win,John,Owen
435,2018,Chub Chub,4,4,Netflix and Poop,212.17 - 175.60 Win,John,zeyad
436,2018,Chub Chub,5,4,Footle My Tootle,132.00 - 142.87 Loss,John,Jake
437,2018,Chub Chub,6,4,Bare Anus Tings,109.40 - 217.00 Loss,John,nickolai
438,2018,Chub Chub,7,4,Who Keeps Flicking My Bean,150.77 - 176.90 Loss,John,Peter
439,2018,Chub Chub,8,4,The OTPHJ's,132.27 - 185.10 Loss,John,Ryan
440,2018,Chub Chub,9,4,Lightning in a Garthole,69.87 - 197.93 Loss,John,Kevin
441,2018,Chub Chub,10,4,Cream Team V,160.30 - 144.50 Win,John,Owen
442,2018,Chub Chub,11,4,Netflix and Poop,98.04 - 154.90 Loss,John,zeyad
443,2018,Chub Chub,12,4,Footle My Tootle,84.20 - 122.87 Loss,John,Jake
444,2018,Chub Chub,13,4,Bare Anus Tings,145.73 - 130.20 Win,John,nickolai
445,2018,Chub Chub,14,4,Who Keeps Flicking My Bean,89.03 - 129.77 Loss,John,Peter
446,2018,Chub Chub,15,4,Who Keeps Flicking My Bean,100.27 - 106.60 Loss,John,Peter
447,2018,Chub Chub,16,4,Netflix and Poop,143.63 - 196.34 Loss,John,zeyad
448,2018,Who Keeps Flicking My Bean,1,5,Netflix and Poop,152.40 - 158.13 Loss,Peter,zeyad
449,2018,Who Keeps Flicking My Bean,2,5,Footle My Tootle,141.30 - 128.83 Win,Peter,Jake
450,2018,Who Keeps Flicking My Bean,3,5,Bare Anus Tings,143.54 - 160.20 Loss,Peter,nickolai
451,2018,Who Keeps Flicking My Bean,4,5,Cream Team V,140.10 - 170.67 Loss,Peter,Owen
452,2018,Who Keeps Flicking My Bean,5,5,The OTPHJ's,171.10 - 151.96 Win,Peter,Ryan
453,2018,Who Keeps Flicking My Bean,6,5,Lightning in a Garthole,166.33 - 195.77 Loss,Peter,Kevin
454,2018,Who Keeps Flicking My Bean,7,5,Chub Chub,176.90 - 150.77 Win,Peter,John
455,2018,Who Keeps Flicking My Bean,8,5,Netflix and Poop,153.44 - 150.07 Win,Peter,zeyad
456,2018,Who Keeps Flicking My Bean,9,5,Footle My Tootle,168.00 - 136.10 Win,Peter,Jake
457,2018,Who Keeps Flicking My Bean,10,5,Bare Anus Tings,155.07 - 231.87 Loss,Peter,nickolai
458,2018,Who Keeps Flicking My Bean,11,5,Cream Team V,149.56 - 181.07 Loss,Peter,Owen
459,2018,Who Keeps Flicking My Bean,12,5,The OTPHJ's,137.77 - 168.27 Loss,Peter,Ryan
460,2018,Who Keeps Flicking My Bean,13,5,Lightning in a Garthole,200.59 - 126.63 Win,Peter,Kevin
461,2018,Who Keeps Flicking My Bean,14,5,Chub Chub,129.77 - 89.03 Win,Peter,John
462,2018,Who Keeps Flicking My Bean,15,5,Chub Chub,106.60 - 100.27 Win,Peter,John
463,2018,Who Keeps Flicking My Bean,16,5,Footle My Tootle,161.07 - 164.33 Loss,Peter,Jake
464,2018,Netflix and Poop,1,6,Who Keeps Flicking My Bean,158.13 - 152.40 Win,zeyad,Peter
465,2018,Netflix and Poop,2,6,The OTPHJ's,144.67 - 209.20 Loss,zeyad,Ryan
466,2018,Netflix and Poop,3,6,Lightning in a Garthole,138.80 - 141.30 Loss,zeyad,Kevin
467,2018,Netflix and Poop,4,6,Chub Chub,175.60 - 212.17 Loss,zeyad,John
468,2018,Netflix and Poop,5,6,Cream Team V,133.73 - 155.37 Loss,zeyad,Owen
469,2018,Netflix and Poop,6,6,Footle My Tootle,105.10 - 142.40 Loss,zeyad,Jake
470,2018,Netflix and Poop,7,6,Bare Anus Tings,162.27 - 121.73 Win,zeyad,nickolai
471,2018,Netflix and Poop,8,6,Who Keeps Flicking My Bean,150.07 - 153.44 Loss,zeyad,Peter
472,2018,Netflix and Poop,9,6,The OTPHJ's,131.17 - 167.00 Loss,zeyad,Ryan
473,2018,Netflix and Poop,10,6,Lightning in a Garthole,158.70 - 144.83 Win,zeyad,Kevin
474,2018,Netflix and Poop,11,6,Chub Chub,154.90 - 98.04 Win,zeyad,John
475,2018,Netflix and Poop,12,6,Cream Team V,126.91 - 157.40 Loss,zeyad,Owen
476,2018,Netflix and Poop,13,6,Footle My Tootle,169.93 - 107.50 Win,zeyad,Jake
477,2018,Netflix and Poop,14,6,Bare Anus Tings,89.67 - 163.67 Loss,zeyad,nickolai
478,2018,Netflix and Poop,15,6,Footle My Tootle,136.63 - 139.27 Loss,zeyad,Jake
479,2018,Netflix and Poop,16,6,Chub Chub,196.34 - 143.63 Win,zeyad,John
480,2018,The OTPHJ's,1,7,Chub Chub,184.70 - 105.87 Win,Ryan,John
481,2018,The OTPHJ's,2,7,Netflix and Poop,209.20 - 144.67 Win,Ryan,zeyad
482,2018,The OTPHJ's,3,7,Footle My Tootle,103.57 - 147.40 Loss,Ryan,Jake
483,2018,The OTPHJ's,4,7,Bare Anus Tings,157.34 - 182.67 Loss,Ryan,nickolai
484,2018,The OTPHJ's,5,7,Who Keeps Flicking My Bean,151.96 - 171.10 Loss,Ryan,Peter
485,2018,The OTPHJ's,6,7,Cream Team V,146.97 - 147.77 Loss,Ryan,Owen
486,2018,The OTPHJ's,7,7,Lightning in a Garthole,161.57 - 167.44 Loss,Ryan,Kevin
487,2018,The OTPHJ's,8,7,Chub Chub,185.10 - 132.27 Win,Ryan,John
488,2018,The OTPHJ's,9,7,Netflix and Poop,167.00 - 131.17 Win,Ryan,zeyad
489,2018,The OTPHJ's,10,7,Footle My Tootle,154.83 - 84.07 Win,Ryan,Jake
490,2018,The OTPHJ's,11,7,Bare Anus Tings,208.67 - 192.50 Win,Ryan,nickolai
491,2018,The OTPHJ's,12,7,Who Keeps Flicking My Bean,168.27 - 137.77 Win,Ryan,Peter
492,2018,The OTPHJ's,13,7,Cream Team V,127.63 - 176.97 Loss,Ryan,Owen
493,2018,The OTPHJ's,14,7,Lightning in a Garthole,144.37 - 232.17 Loss,Ryan,Kevin
494,2018,The OTPHJ's,15,7,Bare Anus Tings,126.36 - 112.03 Win,Ryan,nickolai
495,2018,The OTPHJ's,16,7,Cream Team V,177.57 - 199.40 Loss,Ryan,Owen
496,2018,Footle My Tootle,1,8,Bare Anus Tings,137.33 - 171.87 Loss,Jake,nickolai
497,2018,Footle My Tootle,2,8,Who Keeps Flicking My Bean,128.83 - 141.30 Loss,Jake,Peter
498,2018,Footle My Tootle,3,8,The OTPHJ's,147.40 - 103.57 Win,Jake,Ryan
499,2018,Footle My Tootle,4,8,Lightning in a Garthole,157.94 - 148.33 Win,Jake,Kevin
500,2018,Footle My Tootle,5,8,Chub Chub,142.87 - 132.00 Win,Jake,John
501,2018,Footle My Tootle,6,8,Netflix and Poop,142.40 - 105.10 Win,Jake,zeyad
502,2018,Footle My Tootle,7,8,Cream Team V,158.20 - 179.07 Loss,Jake,Owen
503,2018,Footle My Tootle,8,8,Bare Anus Tings,147.43 - 146.50 Win,Jake,nickolai
504,2018,Footle My Tootle,9,8,Who Keeps Flicking My Bean,136.10 - 168.00 Loss,Jake,Peter
505,2018,Footle My Tootle,10,8,The OTPHJ's,84.07 - 154.83 Loss,Jake,Ryan
506,2018,Footle My Tootle,11,8,Lightning in a Garthole,79.63 - 163.40 Loss,Jake,Kevin
507,2018,Footle My Tootle,12,8,Chub Chub,122.87 - 84.20 Win,Jake,John
508,2018,Footle My Tootle,13,8,Netflix and Poop,107.50 - 169.93 Loss,Jake,zeyad
509,2018,Footle My Tootle,14,8,Cream Team V,143.50 - 184.50 Loss,Jake,Owen
510,2018,Footle My Tootle,15,8,Netflix and Poop,139.27 - 136.63 Win,Jake,zeyad
511,2018,Footle My Tootle,16,8,Who Keeps Flicking My Bean,164.33 - 161.07 Win,Jake,Peter
512,2019,I Have A Cream,1,1,FunderSnatch,145.63 - 213.60 Loss,Owen,Kevin
513,2019,I Have A Cream,2,1,Bums Away,187.03 - 157.70 Win,Owen,nickolai
514,2019,I Have A Cream,3,1,Chub Chub,147.00 - 174.77 Loss,Owen,John
515,2019,I Have A Cream,4,1,Woofy Doing Kevin Doggy,165.07 - 127.87 Win,Owen,Peter
516,2019,I Have A Cream,5,1,Bing Bong,164.73 - 191.03 Loss,Owen,zeyad
517,2019,I Have A Cream,6,1,WeSnatchee AppleCox,132.23 - 155.77 Loss,Owen,Ryan
518,2019,I Have A Cream,7,1,Footle My Tootle,118.60 - 139.07 Loss,Owen,Jake
519,2019,I Have A Cream,8,1,FunderSnatch,150.50 - 118.60 Win,Owen,Kevin
520,2019,I Have A Cream,9,1,Bums Away,163.07 - 116.20 Win,Owen,nickolai
521,2019,I Have A Cream,10,1,Chub Chub,144.37 - 130.47 Win,Owen,John
522,2019,I Have A Cream,11,1,Woofy Doing Kevin Doggy,172.70 - 129.07 Win,Owen,Peter
523,2019,I Have A Cream,12,1,Bing Bong,182.90 - 91.07 Win,Owen,zeyad
524,2019,I Have A Cream,13,1,WeSnatchee AppleCox,112.43 - 128.80 Loss,Owen,Ryan
525,2019,I Have A Cream,14,1,Footle My Tootle,142.67 - 157.07 Loss,Owen,Jake
526,2019,I Have A Cream,15,1,Footle My Tootle,183.93 - 183.13 Win,Owen,Jake
527,2019,I Have A Cream,16,1,WeSnatchee AppleCox,192.13 - 154.33 Win,Owen,Ryan
528,2019,FunderSnatch,1,2,I Have A Cream,213.60 - 145.63 Win,Kevin,Owen
529,2019,FunderSnatch,2,2,Chub Chub,149.93 - 141.10 Win,Kevin,John
530,2019,FunderSnatch,3,2,Bing Bong,173.33 - 142.40 Win,Kevin,zeyad
531,2019,FunderSnatch,4,2,Footle My Tootle,104.90 - 206.17 Loss,Kevin,Jake
532,2019,FunderSnatch,5,2,Bums Away,121.90 - 171.10 Loss,Kevin,nickolai
533,2019,FunderSnatch,6,2,Woofy Doing Kevin Doggy,110.20 - 162.47 Loss,Kevin,Peter
534,2019,FunderSnatch,7,2,WeSnatchee AppleCox,107.37 - 221.07 Loss,Kevin,Ryan
535,2019,FunderSnatch,8,2,I Have A Cream,118.60 - 150.50 Loss,Kevin,Owen
536,2019,FunderSnatch,9,2,Chub Chub,167.53 - 144.70 Win,Kevin,John
537,2019,FunderSnatch,10,2,Bing Bong,168.73 - 182.43 Loss,Kevin,zeyad
538,2019,FunderSnatch,11,2,Footle My Tootle,151.73 - 150.50 Win,Kevin,Jake
539,2019,FunderSnatch,12,2,Bums Away,140.07 - 139.03 Win,Kevin,nickolai
540,2019,FunderSnatch,13,2,Woofy Doing Kevin Doggy,142.67 - 145.63 Loss,Kevin,Peter
541,2019,FunderSnatch,14,2,WeSnatchee AppleCox,132.27 - 131.70 Win,Kevin,Ryan
542,2019,FunderSnatch,15,2,WeSnatchee AppleCox,147.83 - 151.23 Loss,Kevin,Ryan
543,2019,FunderSnatch,16,2,Footle My Tootle,97.23 - 159.77 Loss,Kevin,Jake
544,2019,Bums Away,1,3,Footle My Tootle,167.60 - 144.30 Win,nickolai,Jake
545,2019,Bums Away,2,3,I Have A Cream,157.70 - 187.03 Loss,nickolai,Owen
546,2019,Bums Away,3,3,Woofy Doing Kevin Doggy,118.80 - 136.60 Loss,nickolai,Peter
547,2019,Bums Away,4,3,WeSnatchee AppleCox,143.87 - 132.33 Win,nickolai,Ryan
548,2019,Bums Away,5,3,FunderSnatch,171.10 - 121.90 Win,nickolai,Kevin
549,2019,Bums Away,6,3,Chub Chub,176.07 - 143.50 Win,nickolai,John
550,2019,Bums Away,7,3,Bing Bong,119.07 - 122.13 Loss,nickolai,zeyad
551,2019,Bums Away,8,3,Footle My Tootle,174.17 - 216.20 Loss,nickolai,Jake
552,2019,Bums Away,9,3,I Have A Cream,116.20 - 163.07 Loss,nickolai,Owen
553,2019,Bums Away,10,3,Woofy Doing Kevin Doggy,143.23 - 141.50 Win,nickolai,Peter
