,season,teamName,week,team,opponent,result,owner,opponent_owner
847,2021,Balls Galore Whorioles,12,5,The Salty Quackers,147.50 - 138.37 Win,Peter,Ryan
848,2021,Balls Galore Whorioles,13,5,Certified Baby Lover,157.93 - 147.00 Win,Peter,Kevin
849,2021,Balls Galore Whorioles,14,5,Chub Chub,163.43 - 141.44 Win,Peter,John
850,2021,Balls Galore Whorioles,15,5,Hemorrhoids On the Ass,153.13 - 151.67 Win,Peter,zeyad
851,2021,Balls Galore Whorioles,16,5,The Salty Quackers,158.20 - 155.84 Win,Peter,Ryan
852,2021,Balls Galore Whorioles,17,5,The Poop Store,131.00 - 158.87 Loss,Peter,Jake
853,2021,Hemorrhoids On the Ass,1,6,Balls Galore Whorioles,137.63 - 143.17 Loss,zeyad,Peter
854,2021,Hemorrhoids On the Ass,2,6,The Salty Quackers,165.13 - 173.30 Loss,zeyad,Ryan
855,2021,Hemorrhoids On the Ass,3,6,Certified Baby Lover,173.57 - 171.47 Win,zeyad,Kevin
856,2021,Hemorrhoids On the Ass,4,6,Chub Chub,137.57 - 93.43 Win,zeyad,John
857,2021,Hemorrhoids On the Ass,5,6,Krispy Cream Abdul Jabbar,188.93 - 143.73 Win,zeyad,Owen
858,2021,Hemorrhoids On the Ass,6,6,The Poop Store,190.76 - 183.37 Win,zeyad,Jake
859,2021,Hemorrhoids On the Ass,7,6,Peter is a nonce,212.97 - 174.13 Win,zeyad,nickolai
860,2021,Hemorrhoids On the Ass,8,6,Balls Galore Whorioles,146.13 - 137.64 Win,zeyad,Peter
861,2021,Hemorrhoids On the Ass,9,6,The Salty Quackers,129.70 - 183.46 Loss,zeyad,Ryan
862,2021,Hemorrhoids On the Ass,10,6,Certified Baby Lover,156.87 - 104.70 Win,zeyad,Kevin
863,2021,Hemorrhoids On the Ass,11,6,Chub Chub,170.10 - 114.00 Win,zeyad,John
864,2021,Hemorrhoids On the Ass,12,6,Krispy Cream Abdul Jabbar,176.43 - 142.34 Win,zeyad,Owen
865,2021,Hemorrhoids On the Ass,13,6,The Poop Store,188.47 - 116.60 Win,zeyad,Jake
866,2021,Hemorrhoids On the Ass,14,6,Peter is a nonce,188.03 - 149.23 Win,zeyad,nickolai
867,2021,Hemorrhoids On the Ass,15,6,Balls Galore Whorioles,151.67 - 153.13 Loss,zeyad,Peter
868,2021,Hemorrhoids On the Ass,16,6,The Poop Store,143.33 - 172.57 Loss,zeyad,Jake
869,2021,Hemorrhoids On the Ass,17,6,The Salty Quackers,175.30 - 120.53 Win,zeyad,Ryan
870,2021,The Salty Quackers,1,7,Chub Chub,132.87 - 127.97 Win,Ryan,John
871,2021,The Salty Quackers,2,7,Hemorrhoids On the Ass,173.30 - 165.13 Win,Ryan,zeyad
872,2021,The Salty Quackers,3,7,The Poop Store,161.50 - 162.87 Loss,Ryan,Jake
873,2021,The Salty Quackers,4,7,Peter is a nonce,128.73 - 131.63 Loss,Ryan,nickolai
874,2021,The Salty Quackers,5,7,Balls Galore Whorioles,208.40 - 195.67 Win,Ryan,Peter
875,2021,The Salty Quackers,6,7,Krispy Cream Abdul Jabbar,148.40 - 166.17 Loss,Ryan,Owen
876,2021,The Salty Quackers,7,7,Certified Baby Lover,199.54 - 152.66 Win,Ryan,Kevin
877,2021,The Salty Quackers,8,7,Chub Chub,141.00 - 91.87 Win,Ryan,John
878,2021,The Salty Quackers,9,7,Hemorrhoids On the Ass,183.46 - 129.70 Win,Ryan,zeyad
879,2021,The Salty Quackers,10,7,The Poop Store,148.04 - 143.17 Win,Ryan,Jake
880,2021,The Salty Quackers,11,7,Peter is a nonce,194.17 - 137.73 Win,Ryan,nickolai
881,2021,The Salty Quackers,12,7,Balls Galore Whorioles,138.37 - 147.50 Loss,Ryan,Peter
882,2021,The Salty Quackers,13,7,Krispy Cream Abdul Jabbar,221.43 - 126.87 Win,Ryan,Owen
883,2021,The Salty Quackers,14,7,Certified Baby Lover,208.00 - 190.03 Win,Ryan,Kevin
884,2021,The Salty Quackers,15,7,Chub Chub,147.97 - 77.17 Win,Ryan,John
885,2021,The Salty Quackers,16,7,Balls Galore Whorioles,155.84 - 158.20 Loss,Ryan,Peter
886,2021,The Salty Quackers,17,7,Hemorrhoids On the Ass,120.53 - 175.30 Loss,Ryan,zeyad
887,2021,The Poop Store,1,8,Peter is a nonce,222.07 - 144.77 Win,Jake,nickolai
888,2021,The Poop Store,2,8,Balls Galore Whorioles,202.07 - 117.33 Win,Jake,Peter
889,2021,The Poop Store,3,8,The Salty Quackers,162.87 - 161.50 Win,Jake,Ryan
890,2021,The Poop Store,4,8,Certified Baby Lover,196.64 - 164.43 Win,Jake,Kevin
891,2021,The Poop Store,5,8,Chub Chub,129.83 - 94.86 Win,Jake,John
892,2021,The Poop Store,6,8,Hemorrhoids On the Ass,183.37 - 190.76 Loss,Jake,zeyad
893,2021,The Poop Store,7,8,Krispy Cream Abdul Jabbar,153.00 - 117.33 Win,Jake,Owen
894,2021,The Poop Store,8,8,Peter is a nonce,182.47 - 100.80 Win,Jake,nickolai
895,2021,The Poop Store,9,8,Balls Galore Whorioles,110.40 - 123.23 Loss,Jake,Peter
896,2021,The Poop Store,10,8,The Salty Quackers,143.17 - 148.04 Loss,Jake,Ryan
897,2021,The Poop Store,11,8,Certified Baby Lover,178.27 - 116.60 Win,Jake,Kevin
898,2021,The Poop Store,12,8,Chub Chub,170.60 - 83.20 Win,Jake,John
899,2021,The Poop Store,13,8,Hemorrhoids On the Ass,116.60 - 188.47 Loss,Jake,zeyad
900,2021,The Poop Store,14,8,Krispy Cream Abdul Jabbar,152.93 - 127.40 Win,Jake,Owen
901,2021,The Poop Store,15,8,Peter is a nonce,159.93 - 115.43 Win,Jake,nickolai
902,2021,The Poop Store,16,8,Hemorrhoids On the Ass,172.57 - 143.33 Win,Jake,zeyad
903,2021,The Poop Store,17,8,Balls Galore Whorioles,158.87 - 131.00 Win,Jake,Peter
904,2022,Kevin in a Dress,1,1,Donkey Dick Revenge Tour,119.33 - 171.60 Loss,Owen,Kevin
905,2022,Kevin in a Dress,2,1,bumfluffers,170.27 - 138.23 Win,Owen,nickolai
906,2022,Kevin in a Dress,3,1,Chub Chub,109.07 - 106.97 Win,Owen,John
907,2022,Kevin in a Dress,4,1,Rash on my Batman,203.00 - 133.97 Win,Owen,Peter
908,2022,Kevin in a Dress,5,1,Habibi Love,154.07 - 113.17 Win,Owen,zeyad
909,2022,Kevin in a Dress,6,1,The Snart Garglers,95.83 - 142.47 Loss,Owen,Ryan
910,2022,Kevin in a Dress,7,1,The Poop Store,128.90 - 183.90 Loss,Owen,Jake
911,2022,Kevin in a Dress,8,1,Donkey Dick Revenge Tour,209.64 - 186.13 Win,Owen,Kevin
912,2022,Kevin in a Dress,9,1,bumfluffers,141.16 - 167.97 Loss,Owen,nickolai
913,2022,Kevin in a Dress,10,1,Chub Chub,164.57 - 131.97 Win,Owen,John
914,2022,Kevin in a Dress,11,1,Rash on my Batman,147.40 - 135.70 Win,Owen,Peter
915,2022,Kevin in a Dress,12,1,Habibi Love,104.80 - 159.00 Loss,Owen,zeyad
916,2022,Kevin in a Dress,13,1,The Snart Garglers,150.20 - 147.73 Win,Owen,Ryan
917,2022,Kevin in a Dress,14,1,The Poop Store,127.93 - 172.53 Loss,Owen,Jake
918,2022,Kevin in a Dress,15,1,Donkey Dick Revenge Tour,137.47 - 162.10 Loss,Owen,Kevin
919,2022,Kevin in a Dress,16,1,Donkey Dick Revenge Tour,123.33 - 169.47 Loss,Owen,Kevin
920,2022,Kevin in a Dress,17,1,Habibi Love,171.50 - 91.80 Win,Owen,zeyad
921,2022,Donkey Dick Revenge Tour,1,2,Kevin in a Dress,171.60 - 119.33 Win,Kevin,Owen
922,2022,Donkey Dick Revenge Tour,2,2,Chub Chub,181.30 - 91.87 Win,Kevin,John
923,2022,Donkey Dick Revenge Tour,3,2,Habibi Love,159.07 - 148.83 Win,Kevin,zeyad
924,2022,Donkey Dick Revenge Tour,4,2,The Poop Store,171.90 - 139.67 Win,Kevin,Jake
925,2022,Donkey Dick Revenge Tour,5,2,bumfluffers,177.60 - 146.77 Win,Kevin,nickolai
926,2022,Donkey Dick Revenge Tour,6,2,Rash on my Batman,161.50 - 99.30 Win,Kevin,Peter
927,2022,Donkey Dick Revenge Tour,7,2,The Snart Garglers,119.80 - 139.73 Loss,Kevin,Ryan
928,2022,Donkey Dick Revenge Tour,8,2,Kevin in a Dress,186.13 - 209.64 Loss,Kevin,Owen
929,2022,Donkey Dick Revenge Tour,9,2,Chub Chub,155.20 - 136.46 Win,Kevin,John
930,2022,Donkey Dick Revenge Tour,10,2,Habibi Love,130.57 - 164.83 Loss,Kevin,zeyad
931,2022,Donkey Dick Revenge Tour,11,2,The Poop Store,153.57 - 181.40 Loss,Kevin,Jake
932,2022,Donkey Dick Revenge Tour,12,2,bumfluffers,167.00 - 149.07 Win,Kevin,nickolai
933,2022,Donkey Dick Revenge Tour,13,2,Rash on my Batman,187.33 - 128.67 Win,Kevin,Peter
934,2022,Donkey Dick Revenge Tour,14,2,The Snart Garglers,156.97 - 118.87 Win,Kevin,Ryan
935,2022,Donkey Dick Revenge Tour,15,2,Kevin in a Dress,162.10 - 137.47 Win,Kevin,Owen
936,2022,Donkey Dick Revenge Tour,16,2,Kevin in a Dress,169.47 - 123.33 Win,Kevin,Owen
937,2022,Donkey Dick Revenge Tour,17,2,The Poop Store,138.50 - 123.57 Win,Kevin,Jake
938,2022,bumfluffers,1,3,The Poop Store,189.20 - 94.20 Win,nickolai,Jake
939,2022,bumfluffers,2,3,Kevin in a Dress,138.23 - 170.27 Loss,nickolai,Owen
940,2022,bumfluffers,3,3,Rash on my Batman,136.77 - 131.83 Win,nickolai,Peter
941,2022,bumfluffers,4,3,The Snart Garglers,121.50 - 127.87 Loss,nickolai,Ryan
942,2022,bumfluffers,5,3,Donkey Dick Revenge Tour,146.77 - 177.60 Loss,nickolai,Kevin
943,2022,bumfluffers,6,3,Chub Chub,171.00 - 105.23 Win,nickolai,John
944,2022,bumfluffers,7,3,Habibi Love,139.10 - 157.27 Loss,nickolai,zeyad
945,2022,bumfluffers,8,3,The Poop Store,166.33 - 173.77 Loss,nickolai,Jake
946,2022,bumfluffers,9,3,Kevin in a Dress,167.97 - 141.16 Win,nickolai,Owen
947,2022,bumfluffers,10,3,Rash on my Batman,106.10 - 127.87 Loss,nickolai,Peter
948,2022,bumfluffers,11,3,The Snart Garglers,121.93 - 130.67 Loss,nickolai,Ryan
949,2022,bumfluffers,12,3,Donkey Dick Revenge Tour,149.07 - 167.00 Loss,nickolai,Kevin
950,2022,bumfluffers,13,3,Chub Chub,190.37 - 111.77 Win,nickolai,John
951,2022,bumfluffers,14,3,Habibi Love,124.60 - 122.73 Win,nickolai,zeyad
952,2022,bumfluffers,15,3,The Poop Store,153.87 - 156.67 Loss,nickolai,Jake
953,2022,bumfluffers,16,3,Rash on my Batman,167.57 - 139.23 Win,nickolai,Peter
954,2022,bumfluffers,17,3,Chub Chub,115.80 - 94.97 Win,nickolai,John
955,2022,Chub Chub,1,4,The Snart Garglers,199.80 - 175.00 Win,John,Ryan
956,2022,Chub Chub,2,4,Donkey Dick Revenge Tour,91.87 - 181.30 Loss,John,Kevin
957,2022,Chub Chub,3,4,Kevin in a Dress,106.97 - 109.07 Loss,John,Owen
958,2022,Chub Chub,4,4,Habibi Love,145.80 - 125.33 Win,John,zeyad
959,2022,Chub Chub,5,4,The Poop Store,150.60 - 182.20 Loss,John,Jake
960,2022,Chub Chub,6,4,bumfluffers,105.23 - 171.00 Loss,John,nickolai
961,2022,Chub Chub,7,4,Rash on my Batman,115.50 - 119.97 Loss,John,Peter
962,2022,Chub Chub,8,4,The Snart Garglers,142.54 - 154.84 Loss,John,Ryan
963,2022,Chub Chub,9,4,Donkey Dick Revenge Tour,136.46 - 155.20 Loss,John,Kevin
964,2022,Chub Chub,10,4,Kevin in a Dress,131.97 - 164.57 Loss,John,Owen
965,2022,Chub Chub,11,4,Habibi Love,130.13 - 135.90 Loss,John,zeyad
966,2022,Chub Chub,12,4,The Poop Store,132.86 - 201.03 Loss,John,Jake
967,2022,Chub Chub,13,4,bumfluffers,111.77 - 190.37 Loss,John,nickolai
968,2022,Chub Chub,14,4,Rash on my Batman,124.37 - 158.40 Loss,John,Peter
969,2022,Chub Chub,15,4,The Snart Garglers,152.60 - 110.57 Win,John,Ryan
970,2022,Chub Chub,16,4,The Snart Garglers,180.27 - 109.97 Win,John,Ryan
971,2022,Chub Chub,17,4,bumfluffers,94.97 - 115.80 Loss,John,nickolai
972,2022,Rash on my Batman,1,5,Habibi Love,122.47 - 165.63 Loss,Peter,zeyad
973,2022,Rash on my Batman,2,5,The Poop Store,113.57 - 182.80 Loss,Peter,Jake
974,2022,Rash on my Batman,3,5,bumfluffers,131.83 - 136.77 Loss,Peter,nickolai
975,2022,Rash on my Batman,4,5,Kevin in a Dress,133.97 - 203.00 Loss,Peter,Owen
976,2022,Rash on my Batman,5,5,The Snart Garglers,144.64 - 165.60 Loss,Peter,Ryan
977,2022,Rash on my Batman,6,5,Donkey Dick Revenge Tour,99.30 - 161.50 Loss,Peter,Kevin
978,2022,Rash on my Batman,7,5,Chub Chub,119.97 - 115.50 Win,Peter,John
979,2022,Rash on my Batman,8,5,Habibi Love,155.13 - 142.84 Win,Peter,zeyad
980,2022,Rash on my Batman,9,5,The Poop Store,128.87 - 139.07 Loss,Peter,Jake
981,2022,Rash on my Batman,10,5,bumfluffers,127.87 - 106.10 Win,Peter,nickolai
982,2022,Rash on my Batman,11,5,Kevin in a Dress,135.70 - 147.40 Loss,Peter,Owen
983,2022,Rash on my Batman,12,5,The Snart Garglers,121.43 - 138.23 Loss,Peter,Ryan
984,2022,Rash on my Batman,13,5,Donkey Dick Revenge Tour,128.67 - 187.33 Loss,Peter,Kevin
985,2022,Rash on my Batman,14,5,Chub Chub,158.40 - 124.37 Win,Peter,John
986,2022,Rash on my Batman,15,5,Habibi Love,140.47 - 143.13 Loss,Peter,zeyad
987,2022,Rash on my Batman,16,5,bumfluffers,139.23 - 167.57 Loss,Peter,nickolai
988,2022,Rash on my Batman,17,5,The Snart Garglers,123.70 - 106.00 Win,Peter,Ryan
989,2022,Habibi Love,1,6,Rash on my Batman,165.63 - 122.47 Win,zeyad,Peter
990,2022,Habibi Love,2,6,The Snart Garglers,190.47 - 219.17 Loss,zeyad,Ryan
991,2022,Habibi Love,3,6,Donkey Dick Revenge Tour,148.83 - 159.07 Loss,zeyad,Kevin
992,2022,Habibi Love,4,6,Chub Chub,125.33 - 145.80 Loss,zeyad,John
993,2022,Habibi Love,5,6,Kevin in a Dress,113.17 - 154.07 Loss,zeyad,Owen
994,2022,Habibi Love,6,6,The Poop Store,165.50 - 119.60 Win,zeyad,Jake
995,2022,Habibi Love,7,6,bumfluffers,157.27 - 139.10 Win,zeyad,nickolai
996,2022,Habibi Love,8,6,Rash on my Batman,142.84 - 155.13 Loss,zeyad,Peter
997,2022,Habibi Love,9,6,The Snart Garglers,158.13 - 134.53 Win,zeyad,Ryan
998,2022,Habibi Love,10,6,Donkey Dick Revenge Tour,164.83 - 130.57 Win,zeyad,Kevin
999,2022,Habibi Love,11,6,Chub Chub,135.90 - 130.13 Win,zeyad,John
1000,2022,Habibi Love,12,6,Kevin in a Dress,159.00 - 104.80 Win,zeyad,Owen
1001,2022,Habibi Love,13,6,The Poop Store,154.57 - 105.13 Win,zeyad,Jake
1002,2022,Habibi Love,14,6,bumfluffers,122.73 - 124.60 Loss,zeyad,nickolai
1003,2022,Habibi Love,15,6,Rash on my Batman,143.13 - 140.47 Win,zeyad,Peter
1004,2022,Habibi Love,16,6,The Poop Store,114.90 - 193.73 Loss,zeyad,Jake
1005,2022,Habibi Love,17,6,Kevin in a Dress,91.80 - 171.50 Loss,zeyad,Owen
1006,2022,The Snart Garglers,1,7,Chub Chub,175.00 - 199.80 Loss,Ryan,John
1007,2022,The Snart Garglers,2,7,Habibi Love,219.17 - 190.47 Win,Ryan,zeyad
1008,2022,The Snart Garglers,3,7,The Poop Store,142.70 - 180.63 Loss,Ryan,Jake
1009,2022,The Snart Garglers,4,7,bumfluffers,127.87 - 121.50 Win,Ryan,nickolai
1010,2022,The Snart Garglers,5,7,Rash on my Batman,165.60 - 144.64 Win,Ryan,Peter
1011,2022,The Snart Garglers,6,7,Kevin in a Dress,142.47 - 95.83 Win,Ryan,Owen
1012,2022,The Snart Garglers,7,7,Donkey Dick Revenge Tour,139.73 - 119.80 Win,Ryan,Kevin
1013,2022,The Snart Garglers,8,7,Chub Chub,154.84 - 142.54 Win,Ryan,John
1014,2022,The Snart Garglers,9,7,Habibi Love,134.53 - 158.13 Loss,Ryan,zeyad
1015,2022,The Snart Garglers,10,7,The Poop Store,99.47 - 117.53 Loss,Ryan,Jake
1016,2022,The Snart Garglers,11,7,bumfluffers,130.67 - 121.93 Win,Ryan,nickolai
1017,2022,The Snart Garglers,12,7,Rash on my Batman,138.23 - 121.43 Win,Ryan,Peter
1018,2022,The Snart Garglers,13,7,Kevin in a Dress,147.73 - 150.20 Loss,Ryan,Owen
1019,2022,The Snart Garglers,14,7,Donkey Dick Revenge Tour,118.87 - 156.97 Loss,Ryan,Kevin
1020,2022,The Snart Garglers,15,7,Chub Chub,110.57 - 152.60 Loss,Ryan,John
1021,2022,The Snart Garglers,16,7,Chub Chub,109.97 - 180.27 Loss,Ryan,John
1022,2022,The Snart Garglers,17,7,Rash on my Batman,106.00 - 123.70 Loss,Ryan,Peter
1023,2022,The Poop Store,1,8,bumfluffers,94.20 - 189.20 Loss,Jake,nickolai
1024,2022,The Poop Store,2,8,Rash on my Batman,182.80 - 113.57 Win,Jake,Peter
1025,2022,The Poop Store,3,8,The Snart Garglers,180.63 - 142.70 Win,Jake,Ryan
1026,2022,The Poop Store,4,8,Donkey Dick Revenge Tour,139.67 - 171.90 Loss,Jake,Kevin
1027,2022,The Poop Store,5,8,Chub Chub,182.20 - 150.60 Win,Jake,John
1028,2022,The Poop Store,6,8,Habibi Love,119.60 - 165.50 Loss,Jake,zeyad
1029,2022,The Poop Store,7,8,Kevin in a Dress,183.90 - 128.90 Win,Jake,Owen
1030,2022,The Poop Store,8,8,bumfluffers,173.77 - 166.33 Win,Jake,nickolai
1031,2022,The Poop Store,9,8,Rash on my Batman,139.07 - 128.87 Win,Jake,Peter
1032,2022,The Poop Store,10,8,The Snart Garglers,117.53 - 99.47 Win,Jake,Ryan
1033,2022,The Poop Store,11,8,Donkey Dick Revenge Tour,181.40 - 153.57 Win,Jake,Kevin
1034,2022,The Poop Store,12,8,Chub Chub,201.03 - 132.86 Win,Jake,John
1035,2022,The Poop Store,13,8,Habibi Love,105.13 - 154.57 Loss,Jake,zeyad
1036,2022,The Poop Store,14,8,Kevin in a Dress,172.53 - 127.93 Win,Jake,Owen
1037,2022,The Poop Store,15,8,bumfluffers,156.67 - 153.87 Win,Jake,nickolai
1038,2022,The Poop Store,16,8,Habibi Love,193.73 - 114.90 Win,Jake,zeyad
1039,2022,The Poop Store,17,8,Donkey Dick Revenge Tour,123.57 - 138.50 Loss,Jake,Kevin
1040,2023,Ponzi Cream,1,1,Donkey Dick Victory Tour,123.90 - 144.00 Loss,Owen,Kevin
1041,2023,Ponzi Cream,2,1,sticky toffee puttinurbum,171.15 - 113.25 Win,Owen,nickolai
1042,2023,Ponzi Cream,3,1,Chub Chub,108.15 - 169.20 Loss,Owen,John
1043,2023,Ponzi Cream,4,1,Got My Bean Flicked,187.45 - 135.90 Win,Owen,Peter
1044,2023,Ponzi Cream,5,1,Marhaba Marhaba,160.05 - 200.55 Loss,Owen,zeyad
1045,2023,Ponzi Cream,6,1,BayCocks,107.70 - 154.35 Loss,Owen,Ryan
1046,2023,Ponzi Cream,7,1,The Poop Store,147.95 - 140.80 Win,Owen,Jake
1047,2023,Ponzi Cream,8,1,Donkey Dick Victory Tour,200.85 - 123.90 Win,Owen,Kevin
1048,2023,Ponzi Cream,9,1,sticky toffee puttinurbum,156.45 - 99.00 Win,Owen,nickolai
1049,2023,Ponzi Cream,10,1,Chub Chub,105.58 - 151.65 Loss,Owen,John
1050,2023,Ponzi Cream,11,1,Got My Bean Flicked,130.30 - 118.35 Win,Owen,Peter
1051,2023,Ponzi Cream,12,1,Marhaba Marhaba,191.30 - 135.70 Win,Owen,zeyad
1052,2023,Ponzi Cream,13,1,BayCocks,134.30 - 126.60 Win,Owen,Ryan
1053,2023,Ponzi Cream,14,1,The Poop Store,152.85 - 132.70 Win,Owen,Jake
1054,2023,Ponzi Cream,15,1,Donkey Dick Victory Tour,139.75 - 146.15 Loss,Owen,Kevin
1055,2023,Ponzi Cream,16,1,Donkey Dick Victory Tour,150.15 - 159.42 Loss,Owen,Kevin
1056,2023,Ponzi Cream,17,1,BayCocks,126.55 - 177.65 Loss,Owen,Ryan
1057,2023,Donkey Dick Victory Tour,1,2,Ponzi Cream,144.00 - 123.90 Win,Kevin,Owen
1058,2023,Donkey Dick Victory Tour,2,2,Chub Chub,154.65 - 129.45 Win,Kevin,John
1059,2023,Donkey Dick Victory Tour,3,2,Marhaba Marhaba,196.40 - 132.45 Win,Kevin,zeyad
1060,2023,Donkey Dick Victory Tour,4,2,The Poop Store,75.85 - 108.05 Loss,Kevin,Jake
1061,2023,Donkey Dick Victory Tour,5,2,sticky toffee puttinurbum,108.35 - 191.70 Loss,Kevin,nickolai
1062,2023,Donkey Dick Victory Tour,6,2,Got My Bean Flicked,128.40 - 97.40 Win,Kevin,Peter
1063,2023,Donkey Dick Victory Tour,7,2,BayCocks,153.90 - 148.75 Win,Kevin,Ryan
1064,2023,Donkey Dick Victory Tour,8,2,Ponzi Cream,123.90 - 200.85 Loss,Kevin,Owen
1065,2023,Donkey Dick Victory Tour,9,2,Chub Chub,101.95 - 57.95 Win,Kevin,John
1066,2023,Donkey Dick Victory Tour,10,2,Marhaba Marhaba,171.40 - 134.25 Win,Kevin,zeyad
1067,2023,Donkey Dick Victory Tour,11,2,The Poop Store,150.55 - 160.85 Loss,Kevin,Jake
1068,2023,Donkey Dick Victory Tour,12,2,sticky toffee puttinurbum,148.00 - 105.05 Win,Kevin,nickolai
1069,2023,Donkey Dick Victory Tour,13,2,Got My Bean Flicked,165.20 - 202.55 Loss,Kevin,Peter
1070,2023,Donkey Dick Victory Tour,14,2,BayCocks,163.35 - 166.95 Loss,Kevin,Ryan
1071,2023,Donkey Dick Victory Tour,15,2,Ponzi Cream,146.15 - 139.75 Win,Kevin,Owen
1072,2023,Donkey Dick Victory Tour,16,2,Ponzi Cream,159.42 - 150.15 Win,Kevin,Owen
1073,2023,Donkey Dick Victory Tour,17,2,The Poop Store,119.85 - 156.10 Loss,Kevin,Jake
1074,2023,sticky toffee puttinurbum,1,3,The Poop Store,143.65 - 137.30 Win,nickolai,Jake
1075,2023,sticky toffee puttinurbum,2,3,Ponzi Cream,113.25 - 171.15 Loss,nickolai,Owen
1076,2023,sticky toffee puttinurbum,3,3,Got My Bean Flicked,184.65 - 143.55 Win,nickolai,Peter
1077,2023,sticky toffee puttinurbum,4,3,BayCocks,128.35 - 182.00 Loss,nickolai,Ryan
1078,2023,sticky toffee puttinurbum,5,3,Donkey Dick Victory Tour,191.70 - 108.35 Win,nickolai,Kevin
1079,2023,sticky toffee puttinurbum,6,3,Chub Chub,151.35 - 101.35 Win,nickolai,John
1080,2023,sticky toffee puttinurbum,7,3,Marhaba Marhaba,129.75 - 94.60 Win,nickolai,zeyad
1081,2023,sticky toffee puttinurbum,8,3,The Poop Store,174.60 - 161.20 Win,nickolai,Jake
1082,2023,sticky toffee puttinurbum,9,3,Ponzi Cream,99.00 - 156.45 Loss,nickolai,Owen
1083,2023,sticky toffee puttinurbum,10,3,Got My Bean Flicked,135.45 - 169.07 Loss,nickolai,Peter
1084,2023,sticky toffee puttinurbum,11,3,BayCocks,132.00 - 172.35 Loss,nickolai,Ryan
1085,2023,sticky toffee puttinurbum,12,3,Donkey Dick Victory Tour,105.05 - 148.00 Loss,nickolai,Kevin
1086,2023,sticky toffee puttinurbum,13,3,Chub Chub,146.05 - 102.80 Win,nickolai,John
1087,2023,sticky toffee puttinurbum,14,3,Marhaba Marhaba,89.80 - 125.72 Loss,nickolai,zeyad
1088,2023,sticky toffee puttinurbum,15,3,The Poop Store,92.30 - 142.10 Loss,nickolai,Jake
1089,2023,sticky toffee puttinurbum,16,3,Got My Bean Flicked,109.50 - 101.05 Win,nickolai,Peter
1090,2023,sticky toffee puttinurbum,17,3,Marhaba Marhaba,110.75 - 114.05 Loss,nickolai,zeyad
1091,2023,Chub Chub,1,4,BayCocks,128.25 - 123.30 Win,John,Ryan
1092,2023,Chub Chub,2,4,Donkey Dick Victory Tour,129.45 - 154.65 Loss,John,Kevin
1093,2023,Chub Chub,3,4,Ponzi Cream,169.20 - 108.15 Win,John,Owen
1094,2023,Chub Chub,4,4,Marhaba Marhaba,135.60 - 127.55 Win,John,zeyad
1095,2023,Chub Chub,5,4,The Poop Store,116.10 - 143.00 Loss,John,Jake
1096,2023,Chub Chub,6,4,sticky toffee puttinurbum,101.35 - 151.35 Loss,John,nickolai
1097,2023,Chub Chub,7,4,Got My Bean Flicked,137.25 - 150.20 Loss,John,Peter
1098,2023,Chub Chub,8,4,BayCocks,131.15 - 173.40 Loss,John,Ryan
1099,2023,Chub Chub,9,4,Donkey Dick Victory Tour,57.95 - 101.95 Loss,John,Kevin
1100,2023,Chub Chub,10,4,Ponzi Cream,151.65 - 105.58 Win,John,Owen
1101,2023,Chub Chub,11,4,Marhaba Marhaba,143.80 - 124.00 Win,John,zeyad
1102,2023,Chub Chub,12,4,The Poop Store,114.85 - 170.45 Loss,John,Jake
1103,2023,Chub Chub,13,4,sticky toffee puttinurbum,102.80 - 146.05 Loss,John,nickolai
1104,2023,Chub Chub,14,4,Got My Bean Flicked,142.90 - 127.25 Win,John,Peter
1105,2023,Chub Chub,15,4,BayCocks,142.75 - 133.00 Win,John,Ryan
1106,2023,Chub Chub,16,4,Marhaba Marhaba,141.40 - 168.05 Loss,John,zeyad
1107,2023,Chub Chub,17,4,Got My Bean Flicked,153.85 - 125.85 Win,John,Peter
1108,2023,Got My Bean Flicked,1,5,Marhaba Marhaba,135.70 - 127.55 Win,Peter,zeyad
1109,2023,Got My Bean Flicked,2,5,The Poop Store,126.35 - 199.20 Loss,Peter,Jake
1110,2023,Got My Bean Flicked,3,5,sticky toffee puttinurbum,143.55 - 184.65 Loss,Peter,nickolai
1111,2023,Got My Bean Flicked,4,5,Ponzi Cream,135.90 - 187.45 Loss,Peter,Owen
1112,2023,Got My Bean Flicked,5,5,BayCocks,106.27 - 116.35 Loss,Peter,Ryan
1113,2023,Got My Bean Flicked,6,5,Donkey Dick Victory Tour,97.40 - 128.40 Loss,Peter,Kevin
1114,2023,Got My Bean Flicked,7,5,Chub Chub,150.20 - 137.25 Win,Peter,John
1115,2023,Got My Bean Flicked,8,5,Marhaba Marhaba,113.05 - 123.80 Loss,Peter,zeyad
1116,2023,Got My Bean Flicked,9,5,The Poop Store,111.60 - 155.20 Loss,Peter,Jake
1117,2023,Got My Bean Flicked,10,5,sticky toffee puttinurbum,169.07 - 135.45 Win,Peter,nickolai
1118,2023,Got My Bean Flicked,11,5,Ponzi Cream,118.35 - 130.30 Loss,Peter,Owen
1119,2023,Got My Bean Flicked,12,5,BayCocks,185.75 - 161.35 Win,Peter,Ryan
1120,2023,Got My Bean Flicked,13,5,Donkey Dick Victory Tour,202.55 - 165.20 Win,Peter,Kevin
1121,2023,Got My Bean Flicked,14,5,Chub Chub,127.25 - 142.90 Loss,Peter,John
1122,2023,Got My Bean Flicked,15,5,Marhaba Marhaba,135.90 - 163.30 Loss,Peter,zeyad
